,textDisplay
6289,"So sorry about that.Congrats,inbox me using the above name to claim prize 🎁🎁 on DISCORD"
6300,yeah yt sucks now
6301,Oh my god speed
6307,mr
6310,"I want you to win my mystery box too.Congrats,inbox me using the above name to claim prize 🎁🎁 on DISCORD"
6330,"Hello and Congrats, do use the above name to claim prize 🎁🎁 on DISCORD"
6331,Спасибо что ты переводиш на русский язык
6333,NOOOOO SPEEEEEEDDDD
6343,Mr beast man ur d the dopest man on earth
6354,Caşarsanda biden yazımı görersen he bide cevirmeye qoyarsan bidene maşın isdiyirem çeşqa 😁
6356,"Lol <br>Congrats, do use the above name to claim prize 🎁🎁 on DISCORD"
6364,Hello
6369,"Congratulations 🎉🎉, inbox me on DISCORD to claim prize🎁❤🎁"
6372,Yeah honey couldn&#39;t Mattel Thailand
6375,My boy harry🎉🎉
6377,По мистербист
6381,ابعثلي شوي فلوس توزع فيها على الرايح والجاي  اعطيها للمحتاجين افضل
6395,ok im new here. who exactly is this guy Mr.Beast and what the hell does he do for a living to afford all these shenanigan&#39;s ?!?!?!?!?
6397,Hello mr beast
6399,No girls competing?
6401,Eu tenho um desafio para você eu duvido você pagar para entrar na área 51
6432,lol you follow andrew tate
6433,I want a money
6444,Hey mr beast you vietnamese❤❤❤
6445,good man
6448,I am sure my birthday you coming please Jimmy 🤞🤞
6449,Мистрар бист сними аманас
6453,pls help me buy LCD SAMSUNG A11 BECAUSE IM POOR I HOPE YOU READ THIS MESSAGE BUT IM TELLING THE TRUTH :(
6454,"Dear team уважаемый коллектив этого канала, меня зовут  Канат. Я на протяжении уже 10 лет не могу достроить свой дом для моей семьи и если бы Вы помогли в этом  я бы был очень благодарен Вам!"
6457,help
6460,"Congratulations 🎉🎉, inbox me on DISCORD to claim prize🎁❤🎁"
6466,Hello Mr baest
6468,J&#39;ai beaucoup aimé
6469,MrBeast te ago un reto 24 horas diciendo todo que ci
6472,He just needs to past t series
6475,Your succes is incredible
6480,is that real? you gave all this money?
6483,Eu preciso de participar em um desses desafios.<br>Venha conhecer Moçambique 😎👍🏾
6486,"Honestly would love to meet this dude take a picture with him shaking his hand,, no money just to meet him."
6491,Speed should have stayed to annoy them
6510,Мистер бист. Огонь!!!
6514,Oi
6536,We will discuss on getting you in my games too
6539,"If you&#39;re the real mr beast, give me money 😏"
6550,No message option
6554,Tá dublado em português mas esse é o canal principal do cara 🤨
6556,Please come to Morocco
6558,"I&#39;m sorry, I&#39;m Thai so I can&#39;t buy it."
6559,good morning
6566,"Не понимаю, видео русское а комментарии английские..."
6568,Is beast Prize your account
6572,Oi
6573,i am thai
6577,"Почему видео на русском, а комментарии на английском 🤨?"
6579,Why are your videos no longer in Turkish?
6592,you do realize he owns a food bank right? Although you probably don&#39;t even know what that is because you have an IQ of 4
6596,Congratulations
6598,Halo bg mr beast aku dari Indonesia umur ku masi 12 tahun😀
6605,"Congratulations 🎉🎉, inbox me on DISCORD to claim prize🎁❤🎁"
6623,I saw Ishowspeed
6624,Bro make a vietnamese channel 🥺🥺
6626,Poet Harry could&#39;ve thrown a few poems on the way.
6627,"Congratulations 🎉🎉, inbox me on DISCORD to claim prize🎁❤🎁"
6640,Merhaba videoların hepsi çok güzel sana ve ekibine teşekkür ederim bir videoda oynamak isterim bir türk olarak beni misafir edermisin lütfen
6641,Very good content
6643,انت الافضل تقريباً
6644,I want gifs mr beast r u realy give cars
6666,"my daughter has been diagnosed with autism and both me and her mother would love to take her to an appropriate treatment centre, i&#39;m sure you can help us out and do some good but i don&#39;t know if you will ever read this message. I&#39;ve never asked for money and I feel weird but I&#39;d give my life for my daughter. Take care"
6667,Guys Remember when Jimmy hit 100M and he gets Millions of views It justs makes me happy and say yeah if you AGREE
6679,Mrbeast huge fan❤️🇵🇭
6681,почему видео на русском чтооооо
6682,Hello
6683,Came to Azerbaijan
6698,Кто подскажет почему я думал смотрю видос с озвучкой но в итоге тут 112 миллионов подписчиков так почему же он на русском языке ? Ничего не понимаю
6701,Where do polar bears keep their money In a snow bank! 🤣🏦
6707,Loving this!
6721,Me beast plz speak Hindi I don’t understand English Sara maza khrab hu jata English may
6722,انت راءع يا احلى مستر بيست
6723,I subscribed
6724,ฉันอยากให้พวกคุณมาเล่นเกมส์ที่ประเทศไทยและฉันอยากเล่นเกมส์กับพวกคุณ ❤ Mr.Beast🦦
6725,Asif he was in Southend 😂
6726,YESSS GEORGE DIDNT WIN
6727,I was 12 million to late for that 10k
6736,FOLLOWING You must be curious to see what&#39;s coming from you right now or the huge rewards.
6749,اما انا في العربية يتحدث
6752,HaI game
6755,Hello mrbeast I want you to come to Bangkok once and you will be hooked
6757,Rip ishowspeed
6765,Mr Beast please come to Nigeria 🇳🇬
6766,Mr Beast please come to Nigeria 🇳🇬
6767,Mr Beast please come to Nigeria 🇳🇬
6768,Mr Beast please come to Nigeria 🇳🇬
6769,Mr Beast please come to Nigeria 🇳🇬
6771,Mr Beast please come to Nigeria 🇳🇬
6773,Mr Beast please come to Nigeria 🇳🇬
6778,Türkiyeden katılmak istiyorum ben.
6782,"Congratulations 🎉🎉, inbox me on DISCORD to claim prize🎁❤🎁"
6783,Speed literally 😂
6785,No creo que llegue a leer tu comentario amigo
6786,Mrbeast come to India
6790,I wish I meet in person I love all your vedio ❤️❤️❤️❤️❤️❤️❤️❤️💕💕💕💕💕
6791,Спасибо за видео
6792,Please come to Korea later!!
6801,bro thứ thi cần sub tiếng Việt :))
6804,почему на русском?
6806,Hy 💖💋💋
6807,Fgteev has more veiws than mrbeast
6817,"Congratulations 🎉🎉, inbox me on DISCORD to claim prize🎁❤🎁"
6823,I am Vietnamese
6827,Does this guy even exist? I really wish to meet him.
6828,Give me a million bucks Mr beast it would really come in handy here in south africa
6830,لاول مره اشاهد هذا الشخص انه رائع افضل بكثير من يتويبرات العرب البخلاء✔️🌹✔️
6832,Ok
6838,Blogs banana shuru Kiya hai
6848,"very cool !!<a href=""about:invalid#zCSafez""></a>"
6851,CONGRATULATIONS YOU’RE A WINNER OF A BRAND NEW SKYTECH PRISM II GAMING PC DESKTOP-INTEL CORE I9 12900k GIVEAWAY PRIZE.
6854,Уже как два года на Ютубе есть функция альтернативных аудио-дорожек. Нажми на шестирёнку (там где качество видео и т.п.) и там можно выбрать загруженный звук.
6860,مستر بيست اني احبك
6864,Great
6874,"Congratulations 🎉🎉, inbox me on DISCORD to claim prize🎁❤🎁"
6879,Harry is the goat
6886,Hy
6888,"Felicidades, superaste a PewDiePie."
6889,🇰🇷 Korea come on!!!
6896,I want you to donate Thai people.
6897,Congratulations Harry
6898,Уже как два года -_-. Вообще-то у тебя просто выбрана русская аудио-дорожек в настройках.
6902,There’s a person pretending to be you and they said you’re giving out 2000 dollars I am going to report this person mrBeast I hope you get this message
6911,No
6912,No
6914,Goat
6923,انا اشتركت اليوم بقناتك تبدو قناة راعة  هل من الممكن  اكون فاز بجازة في يوما ما ❤
6925,"&quot;you were close, but close doesn&#39;t matter&quot; <br>~ Mr Beast"
6928,You help every poor people I am from Nepal pls help me also 🥺🥺🥺
6933,Try to do a tank next
6940,МИСТЕР БИСТ СДЕЛАЦ МНЕ ПРОКАЧКУ В СТАНАДОФЕ НА 1000$🫣🫣🫣🫣🫣😈😈😈😈😈
6941,@Dead Cheeze 🧀 + мистер бист дал разрешение
6942,"Он не снимает ДЛЯ русских. Это вообще-то озвучка просто, которая тут уже как 2 года есть. И спасибо Студийной Банде за озвучку."
6943,Мистер бист СДЕЛАЙ МНЕ ПРОКАЧКУ НА 1000$😈😈😈😈😈🏆🏆🏆🌯🌯🌯🚟
6946,The barking dog seldom bites ☕
6948,No pensé que Speed se fuera tan rápido💔🤧
6950,I would be so entirely grateful for some money... $RyanMCMXCV
6954,gostaria de participar algum dia
6964,I from việt nam
6966,why it&#39;s dubbed 🤨
6967,Jimmy you are a good person 🥰🥰
6978,I m Russian 🇷🇺 🇺🇸👍🤝
6979,"@Dead Cheeze 🧀 это круто, я даже не знал о такой функции"
6980,"Да, что-то типо соглашения со Студийной Бандой. Уже как 2 года на Ютуб функция нескольких аудио-дорожек."
6984,"i doubt come to brazil and let me spend your money in some store, or take me to the united states to do that"
6986,How do u miss that bucket lol
6987,The guy barking is a smart af tbh. Annoy them to death.  It will make anyone wanna walk away
6989,Saludos ablo español no ingles pero eres mi fan mrbeast
6990,mr beast pengeng pera p0tangina naghihirap nako
6992,So that’s why speed scammed people with crypto 😅
6994,I saw ishowspeed😊
6998,hey my katusa friend wants you to come to korea cause he didnt know you even existed until today
7002,"Congratulations 🎉🎉, inbox me on DISCORD to claim prize🎁❤🎁"
7003,The moment he lifted his hand he knew... He fudged up 😹😹🥺😭😭😭
7004,📌👌  great
7007,Speeed!!!!
7009,"Никогда не видел людей, которые огорчены тем, что не могут купить наушники аж за 15000₽."
7016,"Congratulations 🎉🎉, inbox me on DISCORD to claim prize🎁❤🎁"
7020,because of the MrBeast and the Sidemen guys/Sidemen collabs - I have binge-watching Sidemen now.
7029,Hy
7050,Soy lo única que habla español
7051,Make 24 hours in Ohio
7052,Не умеет
7054,please shout me out
7057,مرحبا يمكنك ان تساعدني 🥺🥺
7064,Mr Beast 👍👍👍👍👍🎖🎖🎖🎖🎖💓💓💓💓💓
7065,Hii I&#39;m from India your biggest fannn
7067,yess all
7069,You beat PewDiePie
7070,"Congratulations 🎉🎉, inbox me on DISCORD to claim prize🎁❤🎁"
7071,Gg pewdiepie
